"year","month","tmp_min","tmp_max","tmp_ave","prcp","srad","frost_days","co2","d13catm"
2002,7,12.7280426025391,23.3709678649902,17.8082790374756,141.000003814697,14.859794921875,0,360.64855109387,-7.70522205011095
2002,8,12.5432739257812,22.3174667358398,17.0975646972656,149.317026138306,12.37058984375,0,360.68461594898,-7.70522205011095
2002,9,8.73564434051514,17.4833335876465,12.7004098892212,158.317022323608,7.0708994140625,0,360.720684410574,-7.70522205011095
2002,10,5.66129016876221,14.6026773452759,9.7437629699707,86.9999980926514,4.420845703125,0,360.756756479016,-7.70522205011095
2002,11,2.99050521850586,8.95693206787109,5.81748247146606,162.317028045654,3.04852075195312,1,360.792832154663,-7.70522205011095
2002,12,1.09677422046661,5.79032278060913,3.31850528717041,69.0000009536743,4.31804052734375,14,360.828911437879,-7.70522205011095
2003,1,-3.17047882080078,2.38709688186646,-0.438360989093781,43.7473344802856,7.71159521484375,20,360.864994329023,-7.73321873401412
2003,2,-6.10714292526245,2.85263085365295,-2.05923247337341,20,12.500634765625,28,360.901080828456,-7.73321873401412
2003,3,1.01428985595703,13.4516124725342,6.7562255859375,45.9999990463257,14.7582060546875,13,360.937170936538,-7.73321873401412
2003,4,3.54999995231628,14.916654586792,8.97993755340576,56.9999980926514,19.71633203125,7,360.973264653632,-7.73321873401412
2003,5,9.08288192749023,19.9560852050781,14.248875617981,85,21.101419921875,0,361.009361980097,-7.73321873401412
2003,6,15.0947160720825,28.6189765930176,21.6023101806641,116.999998092651,18.1862734375,0,361.045462916295,-7.73321873401412
2003,7,13.8870964050293,26.0986022949219,19.6935367584229,118.000001907349,14.8813037109375,0,361.081567462587,-7.73321873401412
2003,8,15.2539892196655,29.425256729126,21.8738327026367,85.9999942779541,11.87111328125,0,361.117675619333,-7.73321873401412
2003,9,9.19999980926514,20.2856426239014,14.2493381500244,39.2526698112488,8.5577412109375,0,361.153787386895,-7.73321873401412
2003,10,3.46774196624756,10.9464998245239,6.8358325958252,126.999998092651,4.4386376953125,6,361.189902765634,-7.73321873401412
2003,11,1.87912213802338,9.81666660308838,5.22912216186523,54.0000009536743,3.20421215820312,3,361.226021755911,-7.73321873401412
2003,12,-2.03225803375244,5.07880592346191,1.23786020278931,20,4.28475244140625,19,361.262144358086,-7.73321873401412
2004,1,-2.31156468391418,3.73330402374268,0.765005052089691,120.658378601074,6.41524267578125,21,361.298270572522,-7.76182958557683
2004,2,-2.67241382598877,6.03448295593262,1.32758617401123,32.0000004768372,11.9425732421875,17,361.334400399579,-7.76182958557683
2004,3,-0.551264226436615,8.90034866333008,3.92629551887512,52.0000028610229,15.2139267578125,17,361.370533839619,-7.76182958557683
2004,4,3.74471640586853,14.3915777206421,8.94999980926514,50,18.065607421875,2,361.406670893003,-7.76182958557683
2004,5,6.24193525314331,17.4362735748291,11.8456497192383,108.861360549927,22.014166015625,0,361.442811560092,-7.76182958557683
2004,6,11.0333337783813,21.8820819854736,16.3636932373047,138.54434967041,19.51986328125,0,361.478955841248,-7.76182958557683
2004,7,12.7478380203247,23.747838973999,17.9215908050537,146.000003814697,13.385791015625,0,361.515103736833,-7.76182958557683
2004,8,13.3295211791992,23.8870964050293,18.1510639190674,158.317022323608,12.5379775390625,0,361.551255247206,-7.76182958557683
2004,9,10.0894327163696,20.4291210174561,14.9523105621338,43.0000019073486,8.2524814453125,0,361.587410372731,-7.76182958557683
2004,10,7.86585474014282,15.794225692749,11.3852577209473,89.5053386688232,4.63601220703125,0,361.623569113768,-7.76182958557683
2004,11,0.716666638851166,7.16138315200806,3.65486145019531,18.0000007152557,3.13860205078125,9,361.65973147068,-7.76182958557683
2004,12,-2.30645155906677,3.48387098312378,0.290322571992874,45,4.3622587890625,23,361.695897443827,-7.76182958557683
2005,1,-4.45265102386475,3.19354844093323,-0.95672607421875,69.0000009536743,7.09164501953125,15,361.732067033571,-7.79106807789167
2005,2,-5.98532819747925,1.89285719394684,-2.31895279884338,37.0000004768372,11.21700390625,25,361.768240240274,-7.79106807789167
2005,3,-0.677419364452362,10.2610902786255,4.5030255317688,42.0000028610229,18.554486328125,13,361.804417064298,-7.79106807789167
2005,4,4.21369361877441,13.7333335876465,8.79702758789062,120,16.97310546875,1,361.840597506005,-7.79106807789167
2005,5,8.27419376373291,19.269079208374,13.5424728393555,93.0000019073486,18.683267578125,0,361.876781565755,-7.79106807789167
2005,6,12.1333332061768,24.7113838195801,18.1447162628174,76.9999980926514,18.570251953125,0,361.912969243912,-7.79106807789167
2005,7,13.2229290008545,24.2625370025635,18.383020401001,93.7970066070557,14.9571181640625,0,361.949160540836,-7.79106807789167
2005,8,11.6198434829712,21.3497257232666,16.1422843933105,220,13.2155048828125,0,361.98535545689,-7.79106807789167
2005,9,11.0791215896606,20.441577911377,15.3613834381104,128.000001907349,7.67115869140625,0,362.021553992436,-7.79106807789167
2005,10,6.38709688186646,16.2962245941162,10.6290321350098,70,4.50235205078125,0,362.057756147835,-7.79106807789167
2005,11,0.0447163432836533,7.55000019073486,3.40000009536743,27.9999995231628,3.04771533203125,10,362.09396192345,-7.79106807789167
2005,12,-4.71375226974487,1.26396715641022,-1.81052684783936,54.0000009536743,4.1066435546875,18,362.130171319643,-7.79106807789167
2006,1,-5.09677410125732,1.66048896312714,-2.19354844093323,17.317019701004,7.73963720703125,26,362.166384336775,-7.82094797961255
2006,2,-3.08160161972046,3.24230265617371,-0.206148982048035,26.0000014305115,10.5490927734375,20,362.202600975208,-7.82094797961255
2006,3,-1.3328070640564,7.34094572067261,2.813392162323,115.861368179321,15.798302734375,22,362.238821235306,-7.82094797961255
2006,4,3.63564395904541,13.4447164535522,8.363694190979,146.000003814697,19.455349609375,2,362.275045117429,-7.82094797961255
2006,5,8.08064556121826,18.0916614532471,12.8325462341309,177.999992370605,19.75073828125,0,362.311272621941,-7.82094797961255
2006,6,11.2957887649536,23.8500003814697,17.2571716308594,65.1783800125122,18.620099609375,0,362.347503749203,-7.82094797961255
2006,7,15.4314088821411,28.7166175842285,21.6612911224365,97.7970123291016,16.447693359375,0,362.383738499578,-7.82094797961255
2006,8,11.0230693817139,19.6116924285889,14.8185052871704,200.63404083252,11.24003125,0,362.419976873428,-7.82094797961255
2006,9,12.0523109436035,22.2105560302734,16.6841487884521,138.000001907349,7.66953369140625,0,362.456218871115,-7.82094797961255
2006,10,8.08064556121826,17.7280426025391,12.4175157546997,60.9999990463257,4.35931103515625,0,362.492464493003,-7.82094797961255
2006,11,2.5,11.3500003814697,6.62912225723267,40,2.94254516601562,1,362.528713739452,-7.82094797961255
2006,12,-1.13087141513824,5.43548393249512,1.73170912265778,73.2526683807373,4.1426552734375,11,362.564966610826,-7.82094797961255
2007,1,0.0532517656683922,7.04838705062866,3.38709688186646,35.2526688575745,7.34805322265625,8,362.601223107487,-7.85148336143853
2007,2,-0.0770896375179291,9.10714244842529,4.0791130065918,62.2526693344116,10.7523310546875,12,362.637483229798,-7.85148336143853
2007,3,0.511015832424164,10.802773475647,5.31970357894897,94.9356460571289,17.62255078125,4,362.673746978121,-7.85148336143853
2007,4,5.68333339691162,20.7457885742188,13.1666669845581,30.9999990463257,19.9796875,1,362.710014352818,-7.85148336143853
2007,5,8.59677410125732,19.7206935882568,13.9861068725586,187.634048461914,19.3688828125,0,362.746285354254,-7.85148336143853
2007,6,11.9833335876465,22.3356437683105,16.8500003814697,125,18.9203984375,0,362.782559982789,-7.85148336143853
2007,7,12.2551870346069,23.3225803375244,17.4307670593262,257.634048461914,16.89595703125,0,362.818838238787,-7.85148336143853
2007,8,12.290322303772,22.1451606750488,17,196.252670288086,12.0887041015625,0,362.855120122611,-7.85148336143853
2007,9,7.95840978622437,18.7826709747314,12.9826707839966,68.0000019073486,8.030228515625,0,362.891405634623,-7.85148336143853
2007,10,5.27642965316772,13.9838705062866,9.17741966247559,42.8613662719727,4.09149169921875,0,362.927694775187,-7.85148336143853
2007,11,-0.483333319425583,6.58333349227905,2.78333330154419,37.9999995231628,2.87182446289062,10,362.963987544664,-7.85148336143853
2007,12,-2.38709688186646,3.27642965316772,0.172306135296822,81.0000038146973,4.1944423828125,18,363.000283943419,-7.85148336143853
2008,1,-1.22580647468567,6.82074165344238,2.26908040046692,50.3413534164429,7.63161669921875,10,363.036583971813,-7.8826886027398
2008,2,-1.70689654350281,8.8867301940918,3,30.2526688575745,11.801994140625,17,363.07288763021,-7.8826886027398
2008,3,0.483870953321457,8.79032230377197,4.45751571655273,59.114031791687,18.1991015625,10,363.109194918973,-7.8826886027398
2008,4,3.52276611328125,12.8022985458374,7.91369342803955,125.797004699707,15.696150390625,3,363.145505838465,-7.8826886027398
2008,5,9.24193572998047,20.972843170166,14.9861068725586,38.0643534660339,19.924716796875,0,363.181820389049,-7.8826886027398
2008,6,12.2113828659058,22.4624557495117,17.1447162628174,97.25266456604,18.784681640625,0,363.218138571088,-7.8826886027398
2008,7,12.5132522583008,24.2368221282959,18.0886249542236,180,14.6712763671875,0,363.254460384945,-7.8826886027398
2008,8,12.4842672348022,23.672306060791,17.6671924591064,129.911317825317,12.770751953125,0,363.290785830984,-7.8826886027398
2008,9,8.34471607208252,17.4814338684082,12.5124549865723,113.999996185303,7.468578125,0,363.327114909567,-7.8826886027398
2008,10,5.83870983123779,14.5961332321167,9.82952117919922,91.9999980926514,4.2290390625,1,363.363447621058,-7.8826886027398
2008,11,0.772766053676605,7.93333339691162,4.15188789367676,39.0000009536743,3.37739208984375,11,363.39978396582,-7.8826886027398
2008,12,-2.69458627700806,2.77419352531433,-0.0806451588869095,83.9999961853027,4.03188037109375,19,363.436123944216,-7.8826886027398
2009,1,-5.43875789642334,0.935483872890472,-2.60188722610474,40,6.9529306640625,29,363.472467556611,-7.91457839832906
2009,2,-3.42857146263123,4.17857122421265,0.196428567171097,70,12.2578740234375,22,363.508814803367,-7.91457839832906
2009,3,-0.0161290317773819,8.69578456878662,4.04838705062866,76.0000038146973,18.3070859375,9,363.545165684847,-7.91457839832906
2009,4,5.06666660308838,17.145788192749,10.9147663116455,20.9999990463257,19.53665625,0,363.581520201415,-7.91457839832906
2009,5,9.23786067962646,21.8456497192383,15.3791065216064,96.0000038146973,18.26566015625,0,363.617878353436,-7.91457839832906
2009,6,10.9333333969116,22.3613834381104,16.4841499328613,128.455657958984,18.28234765625,0,363.654240141271,-7.91457839832906
2009,7,13.2741937637329,24.7907199859619,18.6404438018799,158.797006607056,17.710849609375,0,363.690605565285,-7.91457839832906
2009,8,13.7529516220093,25.9314079284668,19.6400470733643,90,11.7457138671875,0,363.726974625842,-7.91457839832906
2009,9,10.3613834381104,21.0185546875,15.4004096984863,54.7970104217529,8.18615234375,0,363.763347323304,-7.91457839832906
2009,10,4.90322589874268,14.6774196624756,9.44649982452393,47.1140336990356,4.8001484375,2,363.799723658036,-7.91457839832906
2009,11,3.21138310432434,10.799337387085,6.72086524963379,120,2.71639086914062,0,363.836103630402,-7.91457839832906
2009,12,-2.06883978843689,3.5604407787323,0.661290347576141,103.861360549927,3.49561059570312,16,363.872487240765,-7.91457839832906
2010,1,-4.95161294937134,0.704564213752747,-2.10188722610474,38.0000019073486,8.6193994140625,29,363.908874489489,-7.94716776538144
2010,2,-3.58680987358093,4.32142877578735,0.172910362482071,53.0000019073486,13.3040107421875,22,363.945265376938,-7.94716776538144
2010,3,-0.142925202846527,9.36401557922363,4.24783802032471,35,13.80694140625,15,363.981659903476,-7.94716776538144
2010,4,3.93333339691162,16.0523109436035,9.940505027771,13.9999997615814,20.13832421875,2,364.018058069466,-7.94716776538144
2010,5,8,16.2004890441895,11.8145904541016,138.000001907349,18.050447265625,0,364.054459875273,-7.94716776538144
2010,6,11.578049659729,22.0957889556885,16.6791210174561,127.317018508911,19.20893359375,0,364.090865321261,-7.94716776538144
2010,7,14.209677696228,26.5875854492188,19.9797954559326,151.000003814697,15.887841796875,0,364.127274407793,-7.94716776538144
2010,8,12.7419357299805,22.3507633209229,17.156177520752,153.000001907349,11.581287109375,0,364.163687135234,-7.94716776538144
2010,9,8.47912216186523,18.9227657318115,13.4238386154175,81.8613624572754,7.1808466796875,0,364.200103503947,-7.94716776538144
2010,10,5.26500511169434,13.4003486633301,8.95161247253418,47.3170232772827,4.09465991210938,4,364.236523514298,-7.94716776538144
2010,11,1.36897730827332,8.21666622161865,4.73333311080933,59.0000009536743,3.30931616210938,5,364.272947166649,-7.94716776538144
2010,12,-4.37096786499023,2.28217196464539,-1.1063551902771,93.0000019073486,4.1557060546875,30,364.309374461366,-7.94716776538144
2011,1,-2.55271077156067,3.80237627029419,0.458553433418274,31.0000014305115,6.964822265625,20,364.345805398812,-7.98047205050617
2011,2,-1.5,7.5892858505249,2.40620231628418,36.8613624572754,10.1918076171875,20,364.382239979352,-7.98047205050617
2011,3,1.20560216903687,11.7276334762573,6.17741918563843,29.0000009536743,16.636896484375,12,364.41867820335,-7.98047205050617
2011,4,5.07383871078491,19.0624561309814,12.0333337783813,22.9999995231628,16.626958984375,0,364.45512007117,-7.98047205050617
2011,5,8.30133819580078,21.9377193450928,15.0432739257812,131.000003814697,20.55659375,0,364.491565583177,-7.98047205050617
2011,6,11.5166664123535,21.8613834381104,16.5523109436035,126.93564414978,20.610888671875,0,364.528014739735,-7.98047205050617
2011,7,11.2972631454468,21.8709678649902,16.4797954559326,129.317026138306,15.944931640625,0,364.564467541209,-7.98047205050617
2011,8,13.1198434829712,25.7499141693115,19.1612911224365,85,11.67303515625,0,364.600923987963,-7.98047205050617
2011,9,11.1166667938232,22.2613830566406,16.3124561309814,81.9999980926514,7.053337890625,0,364.637384080362,-7.98047205050617
2011,10,4.66129016876221,15.328483581543,9.34094619750977,65,3.68610546875,3,364.67384781877,-7.98047205050617
2011,11,1.33564400672913,9.98333358764648,4.83036041259766,1.00000001490116,3.66459545898438,14,364.710315203552,-7.98047205050617
2011,12,-0.11211384087801,6.28520965576172,3.01612901687622,146.999998092651,4.11865869140625,6,364.746786235072,-7.98047205050617
2012,1,-1.01310360431671,4.79032278060913,1.77419352531433,89.1386413574219,6.7096630859375,13,364.783260913696,-8.0145069369735
2012,2,-8.15517234802246,-0.170023486018181,-4.15517234802246,12.0000004768372,12.9724765625,19,364.819739239787,-8.0145069369735
2012,3,0.765005052089691,13.9091281890869,7.00694036483765,34.0000009536743,14.5106494140625,8,364.856221213711,-8.0145069369735
2012,4,3.96476626396179,13.2280492782593,8.58333301544189,86.317024230957,18.0903359375,4,364.892706835833,-8.0145069369735
2012,5,7.75111198425293,19.7119121551514,13.8589019775391,86.0000038146973,20.8895859375,0,364.929196106516,-8.0145069369735
2012,6,12.4333333969116,22.6689758300781,17.5113830566406,146.000003814697,15.71566796875,0,364.965689026127,-8.0145069369735
2012,7,12.8225803375244,23.3387088775635,18.0136489868164,93.0000019073486,15.3545390625,0,365.002185595029,-8.0145069369735
2012,8,13.3870964050293,25.3185043334961,19.1792469024658,141.722726821899,13.5381708984375,0,365.038685813589,-8.0145069369735
2012,9,9.10000038146973,19.2238388061523,13.9333333969116,111.000003814697,7.5899375,0,365.07518968217,-8.0145069369735
2012,10,5.82258081436157,14.2764301300049,9.72580623626709,111.252670288086,4.1946572265625,2,365.111697201139,-8.0145069369735
2012,11,2.23333334922791,8.91897773742676,5.3291220664978,113.86137008667,3.10572021484375,8,365.148208370859,-8.0145069369735
2012,12,-2.35483860969543,4.26724100112915,1.12495696544647,121.999998092651,3.8401376953125,14,365.184723191696,-8.0145069369735
2013,1,-3.34382271766663,3.26500511169434,0.0340853706002235,50.9999990463257,7.761158203125,18,365.221241664015,-8.04928845210002
2013,2,-5.53484058380127,1.59829640388489,-1.89285719394684,74.861364364624,11.6025859375,26,365.257763788181,-8.04928845210002
2013,3,-0.924468040466309,6.72580623626709,2.61330008506775,75.9999990463257,17.282576171875,26,365.29428956456,-8.04928845210002
2013,4,3.99471640586853,13.9447164535522,8.76666641235352,96.0000038146973,17.8918671875,7,365.330818993517,-8.04928845210002
2013,5,6.31746768951416,15.1400480270386,10.5542898178101,174.82234954834,20.1628203125,0,365.367352075416,-8.04928845210002
2013,6,10.362455368042,21.291576385498,15.7571716308594,101.797008514404,19.901056640625,0,365.403888810623,-8.04928845210002
2013,7,13.8658542633057,26.2602996826172,19.9354839324951,146.252660751343,15.788447265625,0,365.440429199505,-8.04928845210002
2013,8,12.5542898178101,24.0875854492188,18.1173763275146,85,12.0708798828125,0,365.476973242424,-8.04928845210002
2013,9,9.90948295593262,20.0617942810059,14.6166667938232,105,7.555833984375,0,365.513520939749,-8.04928845210002
2013,10,7.80724096298218,15.7419357299805,11.3346347808838,125,5.0007255859375,1,365.550072291843,-8.04928845210002
2013,11,0.768977284431458,6.58564424514771,3.70000004768372,100,3.50589599609375,8,365.586627299072,-8.04928845210002
2013,12,-3.19354844093323,4.46774196624756,0.059402909129858,54.0000009536743,3.90039135742188,11,365.623185961802,-8.04928845210002
2014,1,-1.42343008518219,5.61984348297119,1.87096774578094,58.0000019073486,6.0845576171875,10,365.659748280398,-8.0848329747961
2014,2,-0.375,7.48214292526245,2.99433898925781,80,12.815279296875,7,365.696314255226,-8.0848329747961
2014,3,0.276429653167725,12.786247253418,6.01612901687622,36.0000014305115,15.029955078125,5,365.732883886652,-8.0848329747961
2014,4,4.72491073608398,15.7780494689941,10.2447166442871,99.3170166015625,17.902302734375,0,365.76945717504,-8.0848329747961
2014,5,6.80645179748535,17.1561660766602,12.0967741012573,141.000003814697,18.032787109375,0,365.806034120758,-8.0848329747961
2014,6,11.1613826751709,23.6197929382324,17.4136924743652,72.6829814910889,19.214732421875,0,365.84261472417,-8.0848329747961
2014,7,12.8197031021118,22.3395004272461,17.3305587768555,328.495407104492,16.906337890625,0,365.879198985642,-8.0848329747961
2014,8,11.7045640945435,21.1778163909912,16.1853981018066,181.203002929688,12.2833994140625,0,365.915786905541,-8.0848329747961
2014,9,9.94999980926514,20.5189762115479,14.7624549865723,60.747332572937,7.3795625,0,365.952378484231,-8.0848329747961
2014,10,7.66823053359985,17.0502147674561,11.8940372467041,75.9999990463257,4.28901953125,0,365.98897372208,-8.0848329747961
2014,11,3.21666669845581,10.4249105453491,6.23564386367798,93.7970066070557,3.71372827148438,4,366.025572619452,-8.0848329747961
2014,12,-0.537371277809143,5.61290311813354,2.4193549156189,45,4.4845078125,11,366.062175176714,-8.0848329747961
